chr1	1280000	1280001
chr1	1840000	1840001
chr1	2320000	2320001
chr1	3760000	3760001
chr1	6200000	6200001
chr1	6440000	6440001
chr1	7960000	7960001
chr1	8320000	8320001
chr1	8880000	8880001
chr1	9600000	9600001
chr1	10400000	10400001
chr1	11000000	11000001
chr1	12040000	12040001
chr1	12240000	12240001
chr1	12680000	12680001
chr1	13640000	13640001
chr1	15320000	15320001
chr1	15720000	15720001
chr1	16280000	16280001
chr1	16720000	16720001
chr1	17160000	17160001
chr1	17640000	17640001
chr1	19080000	19080001
chr1	19880000	19880001
chr1	20720000	20720001
chr1	21400000	21400001
chr1	21880000	21880001
chr1	22240000	22240001
chr1	22840000	22840001
chr1	23160000	23160001
chr1	23480000	23480001
chr1	23960000	23960001
chr1	24840000	24840001
chr1	25080000	25080001
chr1	25440000	25440001
chr1	26080000	26080001
chr1	26680000	26680001
chr1	27120000	27120001
chr1	27520000	27520001
chr1	28000000	28000001
chr1	28440000	28440001
chr1	28840000	28840001
chr1	29400000	29400001
chr1	30960000	30960001
chr1	32440000	32440001
chr1	32640000	32640001
chr1	33320000	33320001
chr1	33720000	33720001
chr1	35080000	35080001
chr1	36320000	36320001
chr1	36720000	36720001
chr1	38040000	38040001
chr1	39080000	39080001
chr1	39800000	39800001
chr1	40000000	40000001
chr1	40280000	40280001
chr1	40760000	40760001
chr1	41240000	41240001
chr1	43000000	43000001
chr1	43440000	43440001
chr1	44240000	44240001
chr1	44960000	44960001
chr1	45800000	45800001
chr1	46600000	46600001
chr1	48320000	48320001
chr1	50600000	50600001
chr1	51560000	51560001
chr1	52040000	52040001
chr1	52600000	52600001
chr1	52920000	52920001
chr1	53480000	53480001
chr1	54080000	54080001
chr1	55280000	55280001
chr1	57040000	57040001
chr1	58760000	58760001
chr1	60200000	60200001
chr1	62400000	62400001
chr1	62640000	62640001
chr1	63040000	63040001
chr1	63760000	63760001
chr1	64520000	64520001
chr1	65280000	65280001
chr1	65960000	65960001
chr1	66480000	66480001
chr1	66960000	66960001
chr1	67760000	67760001
chr1	68040000	68040001
chr1	68720000	68720001
chr1	71320000	71320001
chr1	75000000	75000001
chr1	77360000	77360001
chr1	78160000	78160001
chr1	78360000	78360001
chr1	78920000	78920001
chr1	80480000	80480001
chr1	84120000	84120001
chr1	85520000	85520001
chr1	86600000	86600001
chr1	87320000	87320001
chr1	88880000	88880001
chr1	89120000	89120001
chr1	90280000	90280001
chr1	91720000	91720001
chr1	92200000	92200001
chr1	92560000	92560001
chr1	92920000	92920001
chr1	94160000	94160001
chr1	94720000	94720001
chr1	95360000	95360001
chr1	97160000	97160001
chr1	98920000	98920001
chr1	100000000	100000001
chr1	101680000	101680001
chr1	104080000	104080001
chr1	108120000	108120001
chr1	108840000	108840001
chr1	109880000	109880001
chr1	110120000	110120001
chr1	110400000	110400001
chr1	110840000	110840001
chr1	112720000	112720001
chr1	113040000	113040001
chr1	113440000	113440001
chr1	114280000	114280001
chr1	115120000	115120001
chr1	116120000	116120001
chr1	116920000	116920001
chr1	117400000	117400001
chr1	117640000	117640001
chr1	118320000	118320001
chr1	120080000	120080001
chr1	141480000	141480001
chr1	143560000	143560001
chr1	144960000	144960001
chr1	147200000	147200001
chr1	148480000	148480001
chr1	149640000	149640001
chr1	150280000	150280001
chr1	151760000	151760001
chr1	152240000	152240001
chr1	152400000	152400001
chr1	153440000	153440001
chr1	155280000	155280001
chr1	156360000	156360001
chr1	157400000	157400001
chr1	158320000	158320001
chr1	159400000	159400001
chr1	159680000	159680001
chr1	160000000	160000001
chr1	160800000	160800001
chr1	161080000	161080001
chr1	161600000	161600001
chr1	163520000	163520001
chr1	164160000	164160001
chr1	165080000	165080001
chr1	165920000	165920001
chr1	166560000	166560001
chr1	168000000	168000001
chr1	169720000	169720001
chr1	170680000	170680001
chr1	172480000	172480001
chr1	173240000	173240001
chr1	175120000	175120001
chr1	176160000	176160001
chr1	177320000	177320001
chr1	178080000	178080001
chr1	178440000	178440001
chr1	178720000	178720001
chr1	179440000	179440001
chr1	181080000	181080001
chr1	183000000	183000001
chr1	183960000	183960001
chr1	184600000	184600001
chr1	185240000	185240001
chr1	187800000	187800001
chr1	188680000	188680001
chr1	190720000	190720001
chr1	191280000	191280001
chr1	194360000	194360001
chr1	195640000	195640001
chr1	196960000	196960001
chr1	197800000	197800001
chr1	198800000	198800001
chr1	199480000	199480001
chr1	199680000	199680001
chr1	200120000	200120001
chr1	200400000	200400001
chr1	201240000	201240001
chr1	201480000	201480001
chr1	201720000	201720001
chr1	202080000	202080001
chr1	202400000	202400001
chr1	202760000	202760001
chr1	203560000	203560001
chr1	204720000	204720001
chr1	205280000	205280001
chr1	206040000	206040001
chr1	208000000	208000001
chr1	209520000	209520001
chr1	209920000	209920001
chr1	210280000	210280001
chr1	210720000	210720001
chr1	211320000	211320001
chr1	212440000	212440001
chr1	212840000	212840001
chr1	213880000	213880001
chr1	216480000	216480001
chr1	218200000	218200001
chr1	219000000	219000001
chr1	219680000	219680001
chr1	220960000	220960001
chr1	221960000	221960001
chr1	222720000	222720001
chr1	223640000	223640001
chr1	224640000	224640001
chr1	225720000	225720001
chr1	226440000	226440001
chr1	226880000	226880001
chr1	227720000	227720001
chr1	228840000	228840001
chr1	229480000	229480001
chr1	229800000	229800001
chr1	231560000	231560001
chr1	232560000	232560001
chr1	233360000	233360001
chr1	233720000	233720001
chr1	234320000	234320001
chr1	234800000	234800001
chr1	238160000	238160001
chr1	238960000	238960001
chr1	239760000	239760001
chr1	240240000	240240001
chr1	241400000	241400001
chr1	242680000	242680001
chr1	245120000	245120001
chr1	245600000	245600001
chr2	0	1
chr2	1560000	1560001
chr2	2000000	2000001
chr2	3920000	3920001
chr2	7120000	7120001
chr2	8880000	8880001
chr2	9480000	9480001
chr2	10120000	10120001
chr2	10840000	10840001
chr2	11800000	11800001
chr2	13120000	13120001
chr2	15680000	15680001
chr2	17800000	17800001
chr2	20440000	20440001
chr2	20680000	20680001
chr2	23440000	23440001
chr2	23880000	23880001
chr2	25320000	25320001
chr2	25880000	25880001
chr2	27160000	27160001
chr2	27480000	27480001
chr2	27760000	27760001
chr2	28640000	28640001
chr2	29000000	29000001
chr2	30200000	30200001
chr2	30800000	30800001
chr2	31920000	31920001
chr2	32600000	32600001
chr2	33680000	33680001
chr2	36440000	36440001
chr2	37160000	37160001
chr2	38000000	38000001
chr2	38400000	38400001
chr2	39400000	39400001
chr2	39840000	39840001
chr2	41920000	41920001
chr2	42440000	42440001
chr2	42880000	42880001
chr2	44040000	44040001
chr2	45040000	45040001
chr2	45680000	45680001
chr2	46040000	46040001
chr2	46720000	46720001
chr2	47000000	47000001
chr2	47480000	47480001
chr2	47880000	47880001
chr2	48680000	48680001
chr2	50560000	50560001
chr2	53880000	53880001
chr2	55760000	55760001
chr2	56240000	56240001
chr2	57760000	57760001
chr2	60800000	60800001
chr2	62000000	62000001
chr2	62520000	62520001
chr2	63680000	63680001
chr2	64080000	64080001
chr2	65680000	65680001
chr2	68200000	68200001
chr2	69000000	69000001
chr2	69520000	69520001
chr2	69960000	69960001
chr2	70360000	70360001
chr2	73840000	73840001
chr2	74720000	74720001
chr2	74960000	74960001
chr2	75800000	75800001
chr2	80000000	80000001
chr2	84520000	84520001
chr2	85400000	85400001
chr2	85720000	85720001
chr2	85920000	85920001
chr2	86280000	86280001
chr2	88080000	88080001
chr2	89280000	89280001
chr2	94720000	94720001
chr2	95840000	95840001
chr2	97520000	97520001
chr2	98600000	98600001
chr2	99320000	99320001
chr2	100560000	100560001
chr2	101240000	101240001
chr2	101960000	101960001
chr2	102800000	102800001
chr2	105000000	105000001
chr2	106600000	106600001
chr2	108200000	108200001
chr2	110160000	110160001
chr2	111080000	111080001
chr2	111960000	111960001
chr2	112280000	112280001
chr2	114120000	114120001
chr2	114440000	114440001
chr2	118280000	118280001
chr2	120120000	120120001
chr2	120680000	120680001
chr2	121160000	121160001
chr2	122280000	122280001
chr2	127480000	127480001
chr2	128600000	128600001
chr2	129240000	129240001
chr2	130640000	130640001
chr2	131200000	131200001
chr2	132720000	132720001
chr2	134360000	134360001
chr2	134960000	134960001
chr2	135400000	135400001
chr2	136960000	136960001
chr2	138360000	138360001
chr2	139440000	139440001
chr2	143520000	143520001
chr2	147200000	147200001
chr2	148400000	148400001
chr2	150120000	150120001
chr2	152080000	152080001
chr2	153320000	153320001
chr2	155880000	155880001
chr2	158000000	158000001
chr2	159440000	159440001
chr2	160600000	160600001
chr2	162000000	162000001
chr2	163640000	163640001
chr2	165280000	165280001
chr2	165960000	165960001
chr2	166720000	166720001
chr2	169920000	169920001
chr2	171480000	171480001
chr2	172120000	172120001
chr2	172720000	172720001
chr2	173160000	173160001
chr2	173800000	173800001
chr2	175280000	175280001
chr2	175760000	175760001
chr2	176680000	176680001
chr2	177720000	177720001
chr2	178680000	178680001
chr2	179320000	179320001
chr2	180640000	180640001
chr2	182720000	182720001
chr2	183800000	183800001
chr2	187040000	187040001
chr2	188040000	188040001
chr2	189080000	189080001
chr2	190240000	190240001
chr2	191600000	191600001
chr2	192120000	192120001
chr2	192880000	192880001
chr2	195880000	195880001
chr2	196640000	196640001
chr2	197360000	197360001
chr2	198360000	198360001
chr2	200560000	200560001
chr2	201120000	201120001
chr2	201440000	201440001
chr2	202320000	202320001
chr2	203120000	203120001
chr2	204560000	204560001
chr2	206720000	206720001
chr2	208960000	208960001
chr2	211120000	211120001
chr2	213200000	213200001
chr2	215880000	215880001
chr2	216680000	216680001
chr2	218840000	218840001
chr2	220200000	220200001
chr2	223200000	223200001
chr2	224520000	224520001
chr2	225360000	225360001
chr2	226240000	226240001
chr2	227880000	227880001
chr2	230320000	230320001
chr2	231440000	231440001
chr2	231640000	231640001
chr2	232360000	232360001
chr2	233160000	233160001
chr2	234040000	234040001
chr2	234440000	234440001
chr2	235120000	235120001
chr2	235720000	235720001
chr2	236360000	236360001
chr2	236880000	236880001
chr2	237640000	237640001
chr2	238360000	238360001
chr2	238880000	238880001
chr2	239600000	239600001
chr2	240760000	240760001
chr2	241400000	241400001
chr3	0	1
chr3	3240000	3240001
chr3	4320000	4320001
chr3	5320000	5320001
chr3	8440000	8440001
chr3	9360000	9360001
chr3	10320000	10320001
chr3	11080000	11080001
chr3	11360000	11360001
chr3	12120000	12120001
chr3	13000000	13000001
chr3	13720000	13720001
chr3	15120000	15120001
chr3	15600000	15600001
chr3	16280000	16280001
chr3	16600000	16600001
chr3	17440000	17440001
chr3	20320000	20320001
chr3	22880000	22880001
chr3	24000000	24000001
chr3	24840000	24840001
chr3	25640000	25640001
chr3	27120000	27120001
chr3	28640000	28640001
chr3	30040000	30040001
chr3	30800000	30800001
chr3	32520000	32520001
chr3	33120000	33120001
chr3	33880000	33880001
chr3	37000000	37000001
chr3	37440000	37440001
chr3	39440000	39440001
chr3	42600000	42600001
chr3	44520000	44520001
chr3	45520000	45520001
chr3	45760000	45760001
chr3	46920000	46920001
chr3	47440000	47440001
chr3	47840000	47840001
chr3	48200000	48200001
chr3	49120000	49120001
chr3	50360000	50360001
chr3	51480000	51480001
chr3	51920000	51920001
chr3	52720000	52720001
chr3	53360000	53360001
chr3	56600000	56600001
chr3	57520000	57520001
chr3	58520000	58520001
chr3	61520000	61520001
chr3	62560000	62560001
chr3	63280000	63280001
chr3	63800000	63800001
chr3	64480000	64480001
chr3	65360000	65360001
chr3	65720000	65720001
chr3	66360000	66360001
chr3	67040000	67040001
chr3	69120000	69120001
chr3	70200000	70200001
chr3	71840000	71840001
chr3	73240000	73240001
chr3	74400000	74400001
chr3	75360000	75360001
chr3	75880000	75880001
chr3	77120000	77120001
chr3	78800000	78800001
chr3	79720000	79720001
chr3	86760000	86760001
chr3	87400000	87400001
chr3	88320000	88320001
chr3	94960000	94960001
chr3	98960000	98960001
chr3	99760000	99760001
chr3	101000000	101000001
chr3	101600000	101600001
chr3	102920000	102920001
chr3	103440000	103440001
chr3	105440000	105440001
chr3	106760000	106760001
chr3	108400000	108400001
chr3	109840000	109840001
chr3	112920000	112920001
chr3	113320000	113320001
chr3	113760000	113760001
chr3	114240000	114240001
chr3	115480000	115480001
chr3	116400000	116400001
chr3	117080000	117080001
chr3	120320000	120320001
chr3	121760000	121760001
chr3	122720000	122720001
chr3	123600000	123600001
chr3	124520000	124520001
chr3	124800000	124800001
chr3	125960000	125960001
chr3	126960000	126960001
chr3	128800000	128800001
chr3	129280000	129280001
chr3	129840000	129840001
chr3	130120000	130120001
chr3	130520000	130520001
chr3	131320000	131320001
chr3	133600000	133600001
chr3	133920000	133920001
chr3	135120000	135120001
chr3	135760000	135760001
chr3	137280000	137280001
chr3	138240000	138240001
chr3	139240000	139240001
chr3	140240000	140240001
chr3	140600000	140600001
chr3	142440000	142440001
chr3	143800000	143800001
chr3	144240000	144240001
chr3	145000000	145000001
chr3	147200000	147200001
chr3	147840000	147840001
chr3	150160000	150160001
chr3	151080000	151080001
chr3	151840000	151840001
chr3	153240000	153240001
chr3	154040000	154040001
chr3	155520000	155520001
